EmployeeId,Gender,First Name,Last Name,Status,Vacancy Type,Rating,Workforce Planning A,Grade Key,Department Key,Division Key,ReasonForLeaving Key,FTE,Birth Date,Join Date,Leave Date
E-00215,Male,Ryan,Smith,Growth Role,Replacement,,Temporary,4,5,2,3,1.0,1976-02-12,1997-10-16,2022-08-18
E-00216,Female,Hannah,Phillips,Permanent Role,Replacement,Under,Temporary,2,5,2,5,1.0,1976-07-17,1999-07-17,2002-11-30
E-00217,Male,Walker,Douglas,Permanent Role,Replacement,,Temporary,6,5,5,3,1.0,1989-11-23,2014-06-05,2019-11-18
E-00218,Female,Ifunanya,Pearson,Permanent Role,Replacement,,Temporary,4,4,5,3,1.0,1996-12-20,2023-03-31,
E-00219,Male,Jake,Saunders,Growth Role,New,,Active,3,2,3,1,1.0,1965-08-15,2008-01-15,2018-04-05
E-00220,Male,Matteo,Francis,Permanent Role,New,High On Track,Active,2,6,5,5,1.0,1975-10-17,2023-08-14,
E-00221,Male,Finley,Walsh,Permanent Role,Replacement,On Track,Temporary,6,4,5,3,1.0,1982-04-06,2017-07-29,
E-00222,Male,Edward,Gray,Growth Role,Replacement,,Active,4,4,4,5,1.0,1973-05-24,2005-09-01,2017-09-13
E-00223,Male,Stephen,Kamau,Permanent Role,Replacement,High On Track,Temporary,2,3,2,3,1.0,1975-03-26,1998-05-10,2007-02-20
E-00224,Female,Mia,Kim,Permanent Role,Replacement,On Track,Active,1,4,5,4,1.0,1992-09-24,2020-05-18,
E-00225,Male,Aaron,Gordon,Permanent Role,Replacement,High On Track,Temporary,6,6,5,3,1.0,1982-03-12,2019-09-17,2025-04-06
E-00226,Male,Elliot,Williams,Growth Role,New,Under,Temporary,5,3,5,1,1.0,1996-11-12,2019-10-13,
E-00227,Female,Florence,Turner,Permanent Role,Replacement,,Active,3,2,3,3,1.0,1980-01-08,2016-11-12,2019-10-07
E-00228,Male,Ryan,Berry,Permanent Role,Replacement,On Track,Temporary,3,6,5,4,1.0,1993-02-02,2018-10-28,
E-00229,Female,Jana,Graham,Growth Role,Replacement,,Temporary,4,3,5,3,1.0,1991-12-21,2024-10-09,
E-00230,Male,Gabriel,Booth,Permanent Role,Replacement,,Temporary,3,5,5,1,0.5,1984-03-21,2024-04-22,
E-00231,Male,Dylan,Baker,Permanent Role,Replacement,,Temporary,4,3,5,3,1.0,1978-01-30,2000-03-15,2011-03-19
E-00232,Female,Jana,Curtis,Permanent Role,Replacement,On Track,Temporary,4,6,4,1,1.0,1982-01-21,2020-10-13,
E-00233,Female,Daisy,Cooper,Permanent Role,New,,Temporary,4,1,5,3,1.0,1987-03-31,2008-09-03,2013-12-10
E-00234,Female,Zoe,Fisher,Permanent Role,Replacement,High On Track,Temporary,1,8,5,3,1.0,1991-03-08,2022-07-01,
E-00235,Female,Grace,Baxter,Permanent Role,Replacement,On Track,Active,6,3,5,7,1.0,1985-05-11,2011-07-18,
E-00236,Female,Camille,Johnson,Permanent Role,New,Under,Inactive,3,8,1,3,1.0,1972-04-20,2000-04-29,2012-06-03
E-00237,Male,Julian,Nguyen,Permanent Role,Replacement,On Track,Active,7,1,5,7,0.5,1965-04-16,2009-09-01,2009-10-20
E-00238,Male,Daniel,Payne,Permanent Role,Replacement,,Inactive,4,4,5,7,1.0,1975-12-28,1997-04-30,2001-07-16
E-00239,Female,Victoria,Edwards,Permanent Role,New,On Track,Temporary,4,1,2,1,1.0,1971-05-14,2006-06-20,2007-02-10
E-00240,Female,Charlotte,Clark,Permanent Role,Replacement,Under,Inactive,4,7,4,3,1.0,1978-08-28,2008-12-16,
E-00241,Male,Mateusz,Scott,Permanent Role,Replacement,,Temporary,4,5,5,3,1.0,1971-07-17,1998-05-13,2011-09-02
E-00242,Female,Lily,Armstrong,Growth Role,Replacement,On Track,Active,7,1,4,5,1.0,1985-04-03,2023-09-27,
E-00243,Male,Tyler,Phillips,Growth Role,Replacement,High On Track,Active,6,6,4,5,0.5,1991-02-26,2017-09-10,
E-00244,Male,Matteo,Thomas,Permanent Role,Replacement,Under,Active,4,6,5,5,1.0,1975-04-05,2006-01-20,2017-09-24
E-00245,Female,Daisy,Lewis,Permanent Role,Replacement,,Active,5,4,5,2,1.0,1988-04-09,2013-03-18,
E-00246,Female,Evie,Bates,Permanent Role,Replacement,On Track,Active,6,4,3,3,1.0,1977-01-27,2021-11-07,
E-00247,Female,Farah,Allen,Growth Role,Replacement,,Temporary,6,7,5,5,1.0,1989-06-19,2017-10-07,
E-00248,Male,Sven,Parker,Growth Role,Replacement,High On Track,Temporary,6,6,2,5,1.0,1983-07-17,2018-03-11,
E-00249,Female,Lenka,Hall,Growth Role,Replacement,High On Track,Temporary,3,3,5,3,1.0,1976-01-09,1997-11-10,2021-04-13
E-00250,Female,Emily,Bailey,Permanent Role,Replacement,,Active,7,3,5,5,1.0,1965-06-04,2010-03-23,2012-12-18
E-00251,Female,Rosie,Curtis,Growth Role,New,,Active,2,4,4,1,0.5,1977-02-24,2013-11-08,
E-00252,Male,Martin,Wells,Permanent Role,New,On Track,Active,3,3,2,7,1.0,1987-02-06,2012-11-15,2023-05-08
E-00253,Male,Walker,Johnson,Permanent Role,Replacement,Under,Inactive,3,2,4,3,1.0,1979-10-22,2016-07-11,
E-00254,Male,Martin,Walsh,Permanent Role,Replacement,,Active,3,4,1,1,0.5,1976-12-25,2010-07-18,2013-07-24
E-00255,Female,Zuri,Morris,Permanent Role,Replacement,On Track,Active,6,7,3,3,1.0,1974-12-14,2005-11-30,2025-02-21
E-00256,Female,Mariam,Gibson,Permanent Role,Replacement,,Temporary,7,5,5,5,1.0,1982-10-31,2016-04-02,2022-06-01
E-00257,Female,Aurora,Thompson,Growth Role,Replacement,,Active,5,5,3,3,1.0,1981-06-07,2020-11-26,
E-00258,Female,Harriet,Owen,Growth Role,New,,Temporary,6,3,5,7,1.0,1980-03-23,2010-09-21,
E-00259,Male,Liam,Edwards,Growth Role,Replacement,On Track,Temporary,4,6,4,1,1.0,1988-10-25,2024-04-15,
E-00260,Male,Jake,Walsh,Permanent Role,Replacement,On Track,Inactive,5,3,2,5,1.0,1965-07-09,2013-02-18,2015-02-02
E-00261,Female,Rosie,Bradley,Permanent Role,New,On Track,Temporary,4,3,5,3,1.0,1986-12-13,2015-10-30,2020-10-26
E-00262,Male,Nico,Reid,Permanent Role,Replacement,On Track,Active,4,7,5,3,1.0,1972-08-23,2011-11-18,2017-12-20
E-00263,Female,Petra,Zhang,Permanent Role,New,High On Track,Inactive,5,2,5,5,1.0,1978-05-13,2010-05-28,2018-01-14
E-00264,Male,Dominic,Cook,Growth Role,Replacement,On Track,Active,1,1,5,5,1.0,1986-06-13,2014-10-09,2016-12-12
E-00265,Male,Peter,Palmer,Growth Role,Replacement,High On Track,Temporary,4,4,5,4,1.0,1976-08-05,2023-01-12,
E-00266,Male,Michael,Smith,Growth Role,New,,Temporary,6,3,5,3,1.0,1986-09-28,2014-04-11,2018-02-20
E-00267,Male,Max,Abebe,Permanent Role,New,,Inactive,1,5,3,7,1.0,1995-05-24,2017-12-10,2025-03-30
E-00268,Male,Ryan,Henderson,Permanent Role,Replacement,,Active,5,1,1,5,0.5,1970-02-14,2001-03-13,2023-02-05
E-00269,Female,Charlotte,Parsons,Growth Role,Replacement,Under,Active,2,3,3,2,1.0,1973-12-11,1999-03-21,2021-02-08
E-00270,Female,Freya,Wright,Permanent Role,New,,Inactive,6,5,5,5,1.0,1987-12-19,2012-07-10,2023-01-21
E-00271,Female,Aisha,Wong,Permanent Role,Replacement,,Active,4,7,2,5,1.0,1974-03-09,2024-05-26,
E-00272,Female,Lucy,Hart,Permanent Role,New,On Track,Active,5,3,4,3,1.0,1982-02-19,2021-12-02,2022-03-15
E-00273,Male,Elliot,Butler,Permanent Role,New,On Track,Inactive,2,6,5,4,1.0,1979-11-18,2017-10-18,
E-00274,Male,Kacper,Howard,Permanent Role,Replacement,High On Track,Active,4,1,5,6,1.0,1978-02-24,2003-08-01,2011-12-27
E-00275,Male,Jayden,Davies,Permanent Role,Replacement,On Track,Active,4,5,5,7,1.0,1986-02-21,2009-02-07,2024-08-20
E-00276,Female,Evie,Harris,Permanent Role,Replacement,On Track,Temporary,5,3,4,3,1.0,1972-12-29,2006-01-20,2013-05-15
E-00277,Male,Charlie,Ndlovu,Permanent Role,Replacement,,Temporary,3,7,4,7,1.0,1992-03-06,2018-08-17,2020-06-03
E-00278,Male,Ethan,Bennett,Growth Role,Replacement,High On Track,Temporary,3,8,3,7,1.0,1967-05-02,1995-12-19,2002-01-20
E-00279,Female,Imogen,Yamamoto,Permanent Role,Replacement,On Track,Active,5,6,5,3,1.0,1960-08-28,2008-12-12,2023-11-06
E-00280,Female,Katie,Baxter,Permanent Role,Replacement,High On Track,Temporary,5,7,5,4,1.0,1974-12-28,2017-05-07,
E-00281,Female,Scarlett,Woods,Permanent Role,Replacement,,Temporary,4,2,4,3,0.5,1998-09-10,2020-08-09,
E-00282,Male,Oscar,Porter,Growth Role,Replacement,On Track,Temporary,4,6,3,5,1.0,1976-10-30,2003-05-22,2013-09-28
E-00283,Male,Henry,Allen,Permanent Role,Replacement,,Temporary,4,1,5,5,1.0,1982-01-12,2020-10-27,
E-00284,Female,Martha,Morris,Growth Role,Replacement,On Track,Active,4,3,5,2,1.0,1984-03-21,2018-08-06,
E-00285,Male,Gabriel,Khan,Permanent Role,Replacement,,Active,2,6,5,7,1.0,1992-07-24,2022-12-13,
E-00286,Female,Charlotte,Frost,Permanent Role,Replacement,On Track,Temporary,3,6,5,3,1.0,1997-03-01,2020-12-22,
E-00287,Female,Imogen,Hunt,Permanent Role,Replacement,,Active,1,8,5,3,1.0,1977-07-06,2016-08-31,
E-00288,Male,Philip,Barker,Growth Role,New,On Track,Temporary,3,7,2,3,1.0,1974-07-07,2012-08-20,2023-12-07
E-00289,Female,Alice,Perry,Permanent Role,Replacement,High On Track,Active,4,5,5,3,1.0,1978-10-05,2015-03-01,
E-00290,Female,Chloe,Shaw,Permanent Role,Replacement,On Track,Temporary,6,5,5,7,1.0,1971-07-07,2012-07-06,
E-00291,Male,Joseph,Allen,Growth Role,Replacement,,Temporary,5,6,5,4,1.0,1983-08-14,2014-03-20,
E-00292,Male,Hugo,Gibbs,Permanent Role,Replacement,High On Track,Active,3,4,3,6,1.0,1995-10-12,2022-07-16,
E-00293,Male,Ryan,Scott,Growth Role,Replacement,,Inactive,5,6,1,6,1.0,1976-11-23,1999-01-19,2019-04-05
E-00294,Male,Noah,Bates,Permanent Role,Replacement,,Temporary,4,2,3,4,1.0,1973-09-22,2015-03-29,
E-00295,Female,Charlotte,Carter,Permanent Role,New,,Inactive,3,7,3,3,1.0,1966-02-01,1993-05-26,1995-07-18
E-00296,Female,Alice,Mwangi,Permanent Role,Replacement,High On Track,Temporary,4,7,5,3,1.0,1990-01-16,2016-11-27,2022-10-14
E-00297,Male,Aiden,Bennett,Permanent Role,Replacement,,Temporary,4,6,5,5,1.0,1966-12-30,2014-09-15,2024-01-25
E-00298,Male,Harry,Zhang,Permanent Role,Replacement,High On Track,Temporary,3,4,5,1,1.0,1992-02-01,2013-05-19,2018-04-28
E-00299,Male,James,Cooper,Permanent Role,Replacement,Under,Active,2,1,5,7,1.0,1991-03-13,2025-02-13,
E-00300,Male,Michael,Richardson,Permanent Role,Replacement,,Active,2,8,1,4,1.0,1981-10-21,2009-04-17,
E-00301,Female,Sienna,Ward,Growth Role,Replacement,On Track,Active,4,5,5,3,1.0,1972-08-03,1994-03-07,2015-06-07
E-00302,Female,Alice,Arnold,Growth Role,Replacement,,Temporary,3,4,4,5,1.0,1983-02-21,2011-07-12,
E-00303,Male,Aiden,Arnold,Permanent Role,Replacement,,Active,2,1,4,2,1.0,1988-10-03,2019-08-24,
E-00304,Male,Vincent,Mitchell,Permanent Role,Replacement,Under,Active,3,4,4,5,1.0,1977-06-15,2006-05-16,2017-10-23
E-00305,Female,Mariam,Douglas,Permanent Role,Replacement,On Track,Temporary,4,5,3,5,1.0,1973-04-22,2006-11-09,2025-08-13
E-00306,Male,Sebastian,Thomas,Permanent Role,New,,Active,4,7,5,3,1.0,1979-09-14,2023-08-19,2024-09-18
E-00307,Male,Theo,Saunders,Permanent Role,Replacement,On Track,Active,4,7,2,6,1.0,1992-05-31,2023-01-18,
E-00308,Male,Jan,Wallace,Permanent Role,Replacement,Under,Active,2,4,1,4,1.0,1995-09-28,2020-09-08,
E-00309,Male,Ali,Adebayo,Permanent Role,Replacement,,Active,3,4,2,3,1.0,1973-09-15,2014-09-28,2020-06-29
E-00310,Female,Giulia,Mitchell,Growth Role,Replacement,On Track,Active,2,4,5,6,1.0,1986-07-06,2010-05-10,2022-09-11
E-00311,Male,Lucas,Payne,Permanent Role,New,,Temporary,6,6,5,7,1.0,1999-01-01,2020-05-22,
E-00312,Female,Anna,Cooper,Permanent Role,New,Under,Temporary,4,5,2,7,0.5,1994-07-09,2024-05-27,
E-00313,Male,Kristian,Cross,Permanent Role,Replacement,,Active,2,4,4,7,1.0,1974-12-13,2021-12-04,
E-00314,Female,Ifunanya,Miller,Growth Role,New,On Track,Active,2,6,3,2,1.0,1989-04-19,2012-09-02,2019-03-29
E-00315,Female,Maria,Mason,Permanent Role,New,High On Track,Active,3,3,4,2,1.0,1979-12-18,2007-08-23,
E-00316,Female,Eshe,Webb,Permanent Role,Replacement,,Inactive,4,3,3,7,1.0,1970-09-12,2022-09-07,
E-00317,Male,James,Ellis,Permanent Role,Replacement,,Active,5,6,4,3,1.0,1984-09-18,2008-07-05,2018-03-17
E-00318,Male,Dylan,Holland,Permanent Role,Replacement,,Active,3,4,5,6,1.0,1969-11-29,1995-05-21,2013-06-20
E-00319,Female,Nia,Atkinson,Permanent Role,Replacement,,Active,3,4,5,7,1.0,1983-03-23,2020-10-27,
E-00320,Male,Simon,Parsons,Growth Role,Replacement,,Active,5,3,3,3,1.0,1978-01-20,2008-09-27,
E-00321,Male,Brandon,Harris,Permanent Role,Replacement,,Active,1,4,5,4,1.0,1983-08-27,2022-04-13,
E-00322,Male,Jan,Hunt,Permanent Role,New,,Active,3,8,5,7,1.0,1992-07-11,2022-08-13,
E-00323,Female,Aurora,Rowe,Permanent Role,Replacement,On Track,Temporary,4,4,5,4,1.0,1978-09-21,2000-06-17,2009-12-25
E-00324,Male,Riley,Gray,Growth Role,Replacement,,Temporary,3,8,5,5,1.0,1984-09-11,2008-01-26,2017-07-02
E-00325,Female,Anna,Mensah,Permanent Role,Replacement,,Active,5,7,2,5,1.0,1976-06-30,2009-07-16,2017-03-06
E-00326,Female,Georgia,Campbell,Growth Role,New,High On Track,Active,5,3,5,3,0.5,1980-03-22,2016-05-05,
E-00327,Male,Jayden,Howard,Permanent Role,New,On Track,Active,3,6,4,7,1.0,1991-05-01,2018-10-18,
E-00328,Female,Layla,Ellis,Permanent Role,Replacement,,Temporary,5,8,5,5,1.0,1977-11-04,2002-12-02,2024-04-06
E-00329,Male,Gabriel,Curtis,Permanent Role,Replacement,On Track,Temporary,2,2,3,5,1.0,1968-09-15,1997-07-31,2007-04-11
E-00330,Female,Katie,Morris,Permanent Role,Replacement,On Track,Temporary,3,6,3,3,1.0,1976-07-25,2006-12-01,2025-10-30
E-00331,Male,Max,Pearson,Permanent Role,Replacement,,Active,2,6,5,3,1.0,1978-12-25,2018-11-06,
E-00332,Male,Luka,Hawkins,Permanent Role,Replacement,,Active,2,5,4,2,1.0,1966-06-05,2013-01-06,
E-00333,Male,Thomas,Foster,Permanent Role,Replacement,,Temporary,2,6,4,4,1.0,1981-11-15,2003-10-05,2006-11-24
E-00334,Female,Lauren,Ward,Permanent Role,New,Under,Active,4,7,5,5,0.5,2000-01-28,2024-12-18,
E-00335,Female,Mia,Wallace,Growth Role,Replacement,,Active,3,6,1,7,1.0,1979-07-20,2025-05-01,
E-00336,Male,Harry,Barker,Permanent Role,Replacement,High On Track,Temporary,2,4,4,3,1.0,1981-04-08,2008-11-11,2021-08-12
E-00337,Male,Peter,Lewis,Permanent Role,Replacement,High On Track,Active,6,5,5,7,1.0,1983-01-12,2006-01-06,2010-10-24
E-00338,Male,Arthur,Atkinson,Permanent Role,Replacement,,Temporary,4,6,5,5,1.0,1980-01-03,2012-03-18,2023-08-17
E-00339,Female,Imani,Newton,Growth Role,Replacement,,Active,3,4,4,3,0.5,1990-08-14,2016-08-05,
E-00340,Male,Liam,Roberts,Permanent Role,Replacement,,Active,5,6,5,7,1.0,1989-07-03,2022-05-01,
E-00341,Female,Abigail,Turner,Permanent Role,Replacement,On Track,Temporary,3,6,5,6,1.0,1987-01-20,2013-10-31,
E-00342,Female,Maddison,Allen,Growth Role,New,On Track,Temporary,4,2,1,5,1.0,1974-08-01,1998-12-17,2006-12-18
E-00343,Male,Joshua,Jones,Growth Role,New,,Active,4,4,4,5,1.0,1988-06-07,2020-07-02,
E-00344,Female,Martina,Cole,Growth Role,Replacement,On Track,Temporary,1,3,5,3,0.5,1993-06-30,2022-07-28,
E-00345,Female,Kwamboka,Atkinson,Permanent Role,Replacement,High On Track,Temporary,5,5,4,2,1.0,1998-09-26,2021-04-19,2021-12-02
E-00346,Male,Thompson,Bishop,Growth Role,New,,Active,3,4,5,7,1.0,1984-12-05,2009-08-16,2010-10-18
E-00347,Male,Thomas,Knight,Permanent Role,Replacement,,Active,4,6,3,1,1.0,2000-09-30,2023-11-05,
E-00348,Female,Natalia,Chen,Permanent Role,Replacement,High On Track,Active,2,6,4,3,1.0,1967-09-23,2001-06-27,2003-10-18
E-00349,Female,Isabella,Morgan,Permanent Role,Replacement,,Inactive,3,5,5,4,1.0,1962-01-18,2022-07-27,
E-00350,Female,Fatima,Saunders,Growth Role,Replacement,High On Track,Active,3,5,5,3,1.0,1997-04-13,2023-11-03,
E-00351,Male,Edward,Phillips,Permanent Role,Replacement,High On Track,Active,4,4,5,5,1.0,2003-07-02,2025-01-13,
E-00352,Female,Holly,James,Permanent Role,New,,Active,3,4,5,7,1.0,1977-09-03,2019-07-13,
E-00353,Male,Michael,Grant,Permanent Role,Replacement,On Track,Temporary,1,8,5,3,1.0,1982-05-03,2017-01-03,
E-00354,Male,Ethan,Reynolds,Permanent Role,Replacement,On Track,Temporary,7,4,5,1,1.0,1975-08-22,2020-11-30,
E-00355,Male,Oscar,Chen,Growth Role,Replacement,On Track,Inactive,6,3,3,3,1.0,1989-09-17,2015-06-15,
E-00356,Male,Tyler,Stevens,Permanent Role,Replacement,On Track,Inactive,5,5,5,1,0.5,1982-10-19,2016-09-13,
E-00357,Male,Callum,Tanaka,Permanent Role,Replacement,On Track,Temporary,5,8,4,3,1.0,1985-07-05,2016-06-18,
E-00358,Male,Walker,Woods,Growth Role,New,,Active,2,4,5,1,1.0,1988-05-03,2020-09-12,
E-00359,Male,Freddie,Russell,Permanent Role,Replacement,,Temporary,6,5,5,5,1.0,1991-10-03,2025-01-18,
E-00360,Male,Bartosz,Stone,Permanent Role,Replacement,On Track,Temporary,6,6,5,5,1.0,1979-12-09,2003-03-28,2015-01-15
E-00361,Male,Nico,Lewis,Permanent Role,New,On Track,Active,6,4,3,7,1.0,2000-03-03,2021-06-02,
E-00362,Female,Hannah,Butler,Growth Role,Replacement,On Track,Inactive,3,3,2,3,1.0,1983-04-29,2020-09-26,
E-00363,Male,Patryk,Walters,Permanent Role,Replacement,On Track,Temporary,4,5,3,3,1.0,1989-07-21,2013-11-30,
E-00364,Female,Olivia,Mensah,Growth Role,New,On Track,Active,3,4,5,3,1.0,1982-01-21,2017-04-26,
E-00365,Female,Elena,Stevens,Growth Role,Replacement,High On Track,Active,5,6,5,7,0.5,2001-10-28,2024-09-22,2024-11-05
E-00366,Male,Daniel,Carter,Permanent Role,Replacement,,Active,3,8,5,5,1.0,1971-07-24,2006-04-21,
E-00367,Male,Benjamin,Foster,Growth Role,Replacement,High On Track,Temporary,5,8,5,5,1.0,1975-09-06,2022-11-29,2023-12-04
E-00368,Male,Aaron,Barnett,Permanent Role,Replacement,,Temporary,4,5,3,3,1.0,1978-04-22,2023-04-16,
E-00369,Male,Walker,Baker,Permanent Role,Replacement,On Track,Temporary,6,4,5,6,1.0,1987-08-28,2023-06-25,
E-00370,Male,Taylor,Stewart,Permanent Role,Replacement,On Track,Active,4,8,4,1,1.0,1984-03-09,2007-03-22,2011-01-03
E-00371,Female,Veronika,Carter,Permanent Role,New,On Track,Temporary,3,4,5,3,1.0,1972-07-28,1994-05-16,2001-05-09
E-00372,Male,Aaron,Burns,Permanent Role,Replacement,,Active,4,4,4,4,1.0,1977-09-12,2003-01-26,2008-12-31
E-00373,Male,Arthur,Allen,Permanent Role,Replacement,Under,Temporary,4,4,5,5,0.5,1978-08-16,2017-10-23,
E-00374,Male,Jasper,Bailey,Permanent Role,Replacement,,Active,3,4,4,5,1.0,1986-03-11,2021-12-21,
E-00375,Male,George,Ford,Permanent Role,Replacement,On Track,Temporary,4,4,5,5,1.0,1997-11-06,2018-11-24,
E-00376,Female,Martha,Baxter,Growth Role,New,On Track,Inactive,3,6,5,3,1.0,1968-03-30,2022-12-12,
E-00377,Male,Lewis,Matthews,Permanent Role,Replacement,On Track,Inactive,5,7,4,7,1.0,1987-11-06,2024-02-01,
E-00378,Female,Georgia,Fox,Permanent Role,Replacement,,Active,6,4,3,3,1.0,2001-08-17,2023-06-14,
E-00379,Female,Maria,Curtis,Permanent Role,Replacement,,Active,3,4,2,1,1.0,1971-03-24,2000-07-31,2019-05-03
E-00380,Female,Julia,Ellis,Permanent Role,New,,Active,3,2,5,1,1.0,1977-05-18,2025-02-24,
E-00381,Male,George,Bennett,Growth Role,Replacement,,Temporary,4,5,5,4,1.0,1981-04-27,2011-04-24,2021-10-13
E-00382,Female,Maddison,Hudson,Permanent Role,Replacement,High On Track,Active,1,4,3,4,1.0,1984-01-29,2012-08-22,2017-05-07
E-00383,Male,Omar,Douglas,Permanent Role,Replacement,,Temporary,5,5,5,7,1.0,1987-08-28,2016-08-04,
E-00384,Male,Stefan,Burgess,Permanent Role,Replacement,,Active,2,5,2,3,1.0,1970-11-03,2005-11-21,2008-09-18
E-00385,Female,Leah,Shaw,Permanent Role,Replacement,On Track,Temporary,5,3,5,2,1.0,1971-09-26,2017-02-17,
E-00386,Male,Anthony,Mills,Growth Role,New,,Active,3,5,5,3,1.0,1988-07-29,2012-11-02,2014-08-02
E-00387,Male,Jack,Chukwu,Permanent Role,Replacement,,Temporary,2,6,4,5,1.0,1970-09-07,1996-07-08,2018-02-10
E-00388,Male,Brandon,Okafor,Permanent Role,Replacement,,Active,1,5,5,3,1.0,1983-11-18,2008-01-01,2008-12-13
E-00389,Female,Lenka,Morris,Permanent Role,New,,Active,4,1,4,4,1.0,1974-08-16,2022-08-04,
E-00390,Female,Magdalena,Pearce,Permanent Role,Replacement,,Temporary,5,4,3,3,1.0,1980-06-14,2004-09-02,2018-03-05
E-00391,Female,Sumaya,Curtis,Permanent Role,Replacement,,Active,6,4,5,7,1.0,1981-03-11,2015-01-22,
E-00392,Male,Joseph,Warren,Permanent Role,New,On Track,Temporary,2,3,5,7,1.0,1993-07-25,2021-08-20,
E-00393,Female,Sofia,Palmer,Permanent Role,Replacement,,Active,4,4,2,3,1.0,1992-02-29,2024-05-30,
E-00394,Male,Adam,Burgess,Permanent Role,Replacement,On Track,Inactive,5,4,5,2,1.0,1987-08-27,2016-07-12,
E-00395,Male,Theo,Bates,Growth Role,Replacement,On Track,Active,6,6,5,7,1.0,1979-12-21,2003-07-11,2007-11-04
E-00396,Female,Giulia,Holland,Permanent Role,Replacement,On Track,Active,3,6,3,4,1.0,1978-08-30,2021-12-16,
E-00397,Male,Mariusz,Webb,Permanent Role,Replacement,Under,Active,7,2,5,7,1.0,1976-02-19,1997-03-29,2017-02-11
E-00398,Male,Mohammed,Sanders,Growth Role,Replacement,High On Track,Temporary,5,5,3,3,1.0,1984-06-25,2023-06-28,
E-00399,Male,Brandon,Dean,Permanent Role,New,On Track,Active,3,5,5,5,1.0,1974-06-01,2025-04-05,
E-00400,Female,Chinara,Wilson,Growth Role,Replacement,High On Track,Active,3,6,5,5,1.0,1991-08-17,2023-07-30,
E-00401,Female,Elena,Cox,Permanent Role,New,Under,Temporary,4,5,5,5,1.0,1976-09-02,2018-02-26,2025-10-19
E-00402,Male,Jakub,Parsons,Growth Role,Replacement,,Active,1,8,5,5,1.0,1977-08-17,2025-05-18,
E-00403,Female,Katie,Bradley,Growth Role,Replacement,,Active,4,1,5,6,1.0,1990-11-08,2013-05-13,2022-02-10
E-00404,Female,Harriet,Chen,Permanent Role,New,High On Track,Active,5,6,2,5,1.0,1972-02-18,2000-11-21,2013-09-19
E-00405,Female,Freya,Allen,Permanent Role,Replacement,Under,Active,3,6,5,5,1.0,1974-01-13,2020-02-13,
E-00406,Female,Amina,Reynolds,Permanent Role,New,,Active,7,2,5,1,0.5,1969-04-02,2025-03-01,
E-00407,Male,Robert,Saunders,Growth Role,Replacement,On Track,Active,2,5,3,6,1.0,1985-12-16,2019-04-13,2025-10-02
E-00408,Female,Makena,Knight,Permanent Role,Replacement,,Temporary,4,3,4,6,1.0,1976-05-08,2006-10-01,
E-00409,Female,Camille,Holmes,Growth Role,Replacement,,Active,6,8,3,1,1.0,1983-04-29,2011-07-25,2016-02-29
E-00410,Female,Kwamboka,Williams,Permanent Role,Replacement,,Inactive,4,6,5,3,1.0,1986-06-26,2013-12-26,
E-00411,Male,Jasper,Atkinson,Permanent Role,New,,Active,5,5,4,7,1.0,1984-01-24,2015-10-27,2018-05-06
E-00412,Female,Maja,Hall,Permanent Role,New,On Track,Active,7,7,5,3,1.0,1984-04-25,2017-05-15,
E-00413,Male,Oscar,Harvey,Permanent Role,New,,Active,4,6,5,1,1.0,1969-09-21,1991-02-03,1997-08-29
E-00414,Female,Matilda,Fletcher,Growth Role,Replacement,On Track,Active,3,4,4,3,1.0,1965-04-12,1994-11-10,2001-01-06
E-00415,Female,Julia,Dixon,Permanent Role,Replacement,,Temporary,4,1,5,1,1.0,1982-06-27,2015-01-30,
E-00416,Female,Lola,Rowe,Permanent Role,Replacement,,Temporary,4,3,5,5,1.0,1985-10-18,2022-05-26,2024-02-11
E-00417,Female,Maddison,Hunt,Permanent Role,New,On Track,Temporary,5,8,5,7,1.0,1961-12-18,2011-12-08,
E-00418,Female,Martina,Barnett,Growth Role,Replacement,,Temporary,6,3,4,5,1.0,1967-02-10,2024-08-17,
E-00419,Male,Paul,Hunter,Permanent Role,Replacement,,Temporary,3,2,5,3,1.0,1972-07-04,1993-11-26,2004-09-23
E-00420,Female,Jessica,Jordan,Permanent Role,New,On Track,Temporary,4,2,5,3,1.0,1990-11-23,2025-02-05,
E-00421,Female,Elisa,Grant,Permanent Role,Replacement,On Track,Temporary,7,7,5,3,1.0,1965-10-06,1992-01-01,2011-05-03
E-00422,Female,Anna,Yamamoto,Permanent Role,Replacement,On Track,Active,5,7,4,7,1.0,1990-06-06,2015-10-18,
E-00423,Female,Sade,Wells,Growth Role,Replacement,,Active,1,1,5,6,0.5,1999-07-02,2021-08-21,
E-00424,Male,Matthew,Foster,Permanent Role,Replacement,Under,Temporary,1,5,5,5,1.0,1996-01-01,2021-10-03,2022-02-22
E-00425,Female,Katie,Tanaka,Permanent Role,Replacement,High On Track,Temporary,4,5,2,1,1.0,1984-08-27,2007-06-23,2024-05-08
E-00426,Female,Lucy,Reid,Growth Role,Replacement,,Temporary,3,5,5,3,0.5,1978-04-11,2013-06-23,2014-10-20
E-00427,Female,Lucy,Gray,Permanent Role,Replacement,,Temporary,5,5,5,3,1.0,1964-05-11,2006-12-24,2016-05-22
E-00428,Male,Andreas,Nelson,Permanent Role,Replacement,,Active,5,7,5,7,1.0,1987-03-11,2012-01-20,2021-08-30
